# Repository directory tree
# Generated UTC: 2026-05-20T10:32:02.2218664Z
# Contains: directories only. Machine-readable equivalent: dir_tree.json

.
├── .aide/
│   ├── adapters/
│   │   └── templates/
│   ├── cache/
│   ├── changelog/
│   │   └── templates/
│   ├── commands/
│   ├── context/
│   ├── controller/
│   ├── evals/
│   │   ├── golden-tasks/
│   │   ├── diag/
│   │   ├── discover/
│   │   ├── invoke/
│   │   ├── ipc/
│   │   ├── lifecycle/
│   │   │   └── include/
│   │   │       └── dominium/
│   │   │           └── app/
│   │   ├── logging/
│   │   ├── output/
│   │   ├── paths/
│   │   ├── profile/
│   │   ├── server/
│   │   ├── session/
│   │   ├── supervisor/
│   │   └── tui/
│   ├── storage/
│   │   ├── io/
│   │   └── server/
│   │       └── persistence/
│   └── ui/
│       ├── backend/
│       │   └── win32/
│       │       └── include/
│       │           └── dom_ui_win32/
│       ├── client/
│       │   ├── interaction/
│       │   ├── model/
│       │   ├── observability/
│       │   └── workspaces/
│       │       └── session_transition/
│       ├── dui/
│       ├── include/
│       │   └── dui/
│       ├── ir/
│       ├── service/
│       ├── tui/
│       └── view/
├── scripts/
│   ├── audit/
│   ├── ci/
│   ├── dev/
│   └── repox/
├── tests/
│   ├── ai/
│   ├── app/
│   ├── authority/
│   ├── bugreport/
│   ├── contentlib/
│   ├── contract/
│   │   └── product_shell/
│   ├── control/
│   │   ├── audit/
│   │   ├── capability/
│   │   ├── disabled/
│   │   ├── interference/
│   │   └── portability/
│   ├── data_1/
│   ├── demo/
│   ├── determinism/
│   ├── distribution/
│   │   └── fixtures/
│   │       ├── empty_root/
│   │       ├── legacy_platform_pkg_manifests/
│   │       ├── lockfiles/
│   │       ├── packs_legacy/
│   │       │   └── org.dominium.future.pack/
│   │       ├── packs_maximal/
│   │       │   ├── org.dominium.content.real.materials/
│   │       │   ├── org.dominium.core.units/
│   │       │   ├── org.dominium.examples.simple_factory/
│   │       │   ├── org.dominium.l10n.en_us/
│   │       │   └── org.dominium.worldgen.minimal/
│   │       ├── packs_prealpha_a/
│   │       │   └── org.dominium.content.worldgen.placeholder/
│   │       ├── packs_prealpha_b/
│   │       │   └── org.dominium.content.worldgen.placeholder/
│   │       └── profiles/
│   ├── engine/
│   ├── entitlement/
│   ├── fab/
│   │   └── fixtures/
│   ├── fixtures/
│   │   ├── animal/
│   │   ├── audit/
│   │   ├── autonomy/
│   │   ├── baselines/
│   │   │   ├── disaster/
│   │   │   ├── gameplay/
│   │   │   ├── trust/
│   │   │   ├── universe/
│   │   │   ├── update_sim/
│   │   │   └── worldgen/
│   │   ├── climate/
│   │   ├── conflict/
│   │   ├── contentlib/
│   │   │   ├── core_all/
│   │   │   │   ├── org.dominium.core.interfaces/
│   │   │   │   ├── org.dominium.core.materials.basic/
│   │   │   │   ├── org.dominium.core.parts.basic/
│   │   │   │   ├── org.dominium.core.processes.basic/
│   │   │   │   ├── org.dominium.core.standards.basic/
│   │   │   │   └── org.dominium.core.units/
│   │   │   ├── core_units/
│   │   │   │   └── org.dominium.core.units/
│   │   │   └── empty_root/
│   │   ├── crafting/
│   │   ├── data_1/
│   │   │   ├── assemblies_only/
│   │   │   │   └── org.dominium.core.assemblies.extended/
│   │   │   ├── assemblies_with_deps/
│   │   │   │   ├── org.dominium.core.assemblies.extended/
│   │   │   │   ├── org.dominium.core.instruments.extended/
│   │   │   │   ├── org.dominium.core.materials.extended/
│   │   │   │   ├── org.dominium.core.parts.extended/
│   │   │   │   ├── org.dominium.core.processes.extended/
│   │   │   │   └── org.dominium.core.standards.extended/
│   │   │   ├── full_extended/
│   │   │   │   ├── org.dominium.core.assemblies.extended/
│   │   │   │   ├── org.dominium.core.hazards.extended/
│   │   │   │   ├── org.dominium.core.instruments.extended/
│   │   │   │   ├── org.dominium.core.materials.extended/
│   │   │   │   ├── org.dominium.core.parts.extended/
│   │   │   │   ├── org.dominium.core.processes.extended/
│   │   │   │   ├── org.dominium.core.quality.extended/
│   │   │   │   └── org.dominium.core.standards.extended/
│   │   │   ├── hazards_only/
│   │   │   │   └── org.dominium.core.hazards.extended/
│   │   │   ├── instruments_only/
│   │   │   │   └── org.dominium.core.instruments.extended/
│   │   │   ├── materials_only/
│   │   │   │   └── org.dominium.core.materials.extended/
│   │   │   ├── parts_only/
│   │   │   │   └── org.dominium.core.parts.extended/
│   │   │   ├── parts_with_materials/
│   │   │   │   ├── org.dominium.core.materials.extended/
│   │   │   │   └── org.dominium.core.parts.extended/
│   │   │   ├── processes_only/
│   │   │   │   └── org.dominium.core.processes.extended/
│   │   │   ├── processes_with_deps/
│   │   │   │   ├── org.dominium.core.instruments.extended/
│   │   │   │   ├── org.dominium.core.processes.extended/
│   │   │   │   └── org.dominium.core.standards.extended/
│   │   │   ├── quality_only/
│   │   │   │   └── org.dominium.core.quality.extended/
│   │   │   └── standards_only/
│   │   │       └── org.dominium.core.standards.extended/
│   │   ├── data_2/
│   │   │   ├── anarchy_root/
│   │   │   ├── law_basic_root/
│   │   │   │   ├── org.dominium.core.institutions.basic/
│   │   │   │   ├── org.dominium.core.law.basic/
│   │   │   │   └── org.dominium.core.units/
│   │   │   ├── law_certification_root/
│   │   │   │   ├── org.dominium.core.institutions.basic/
│   │   │   │   ├── org.dominium.core.instruments.inspection/
│   │   │   │   ├── org.dominium.core.law.basic/
│   │   │   │   ├── org.dominium.core.standards.certification/
│   │   │   │   └── org.dominium.core.units/
│   │   │   ├── law_contracts_root/
│   │   │   │   ├── org.dominium.core.contracts.basic/
│   │   │   │   ├── org.dominium.core.institutions.basic/
│   │   │   │   ├── org.dominium.core.law.basic/
│   │   │   │   └── org.dominium.core.units/
│   │   │   ├── law_enforcement_root/
│   │   │   │   ├── org.dominium.core.contracts.basic/
│   │   │   │   ├── org.dominium.core.enforcement.basic/
│   │   │   │   ├── org.dominium.core.institutions.basic/
│   │   │   │   ├── org.dominium.core.instruments.inspection/
│   │   │   │   ├── org.dominium.core.law.basic/
│   │   │   │   ├── org.dominium.core.standards.certification/
│   │   │   │   └── org.dominium.core.units/
│   │   │   ├── law_removed_enforcement_root/
│   │   │   │   ├── org.dominium.core.contracts.basic/
│   │   │   │   ├── org.dominium.core.institutions.basic/
│   │   │   │   ├── org.dominium.core.instruments.inspection/
│   │   │   │   ├── org.dominium.core.law.basic/
│   │   │   │   ├── org.dominium.core.standards.certification/
│   │   │   │   └── org.dominium.core.units/
│   │   │   ├── lockfiles/
│   │   │   ├── scenarios/
│   │   │   └── variants/
│   │   ├── data_3/
│   │   │   ├── anchors_planetary_root/
│   │   │   │   └── org.dominium.worldgen.anchors.planetary/
│   │   │   ├── anchors_system_root/
│   │   │   │   └── org.dominium.worldgen.anchors.system/
│   │   │   ├── civ_removed_stress_root/
│   │   │   │   ├── org.dominium.core.ecology.basic/
│   │   │   │   ├── org.dominium.core.infrastructure.basic/
│   │   │   │   ├── org.dominium.core.population.basic/
│   │   │   │   ├── org.dominium.core.settlements.basic/
│   │   │   │   ├── org.dominium.core.trade.basic/
│   │   │   │   ├── org.dominium.core.units/
│   │   │   │   └── org.dominium.worldgen.anchors.planetary/
│   │   │   ├── civ_stress_root/
│   │   │   │   ├── org.dominium.core.civ_stress.basic/
│   │   │   │   ├── org.dominium.core.ecology.basic/
│   │   │   │   ├── org.dominium.core.infrastructure.basic/
│   │   │   │   ├── org.dominium.core.population.basic/
│   │   │   │   ├── org.dominium.core.settlements.basic/
│   │   │   │   ├── org.dominium.core.trade.basic/
│   │   │   │   ├── org.dominium.core.units/
│   │   │   │   └── org.dominium.worldgen.anchors.planetary/
│   │   │   ├── ecology_root/
│   │   │   │   ├── org.dominium.core.ecology.basic/
│   │   │   │   ├── org.dominium.core.units/
│   │   │   │   └── org.dominium.worldgen.anchors.planetary/
│   │   │   ├── lockfiles/
│   │   │   ├── population_root/
│   │   │   │   ├── org.dominium.core.population.basic/
│   │   │   │   ├── org.dominium.core.units/
│   │   │   │   └── org.dominium.worldgen.anchors.planetary/
│   │   │   ├── scenarios/
│   │   │   ├── settlement_trade_root/
│   │   │   │   ├── org.dominium.core.infrastructure.basic/
│   │   │   │   ├── org.dominium.core.population.basic/
│   │   │   │   ├── org.dominium.core.settlements.basic/
│   │   │   │   ├── org.dominium.core.trade.basic/
│   │   │   │   ├── org.dominium.core.units/
│   │   │   │   └── org.dominium.worldgen.anchors.planetary/
│   │   │   └── variants/
│   │   ├── defaults/
│   │   │   └── profiles/
│   │   ├── economy/
│   │   ├── energy/
│   │   ├── fluid/
│   │   ├── geology/
│   │   ├── hazard/
│   │   ├── heat/
│   │   ├── history/
│   │   ├── institution/
│   │   ├── knowledge/
│   │   ├── mining/
│   │   ├── network/
│   │   ├── perf/
│   │   │   ├── deep_history/
│   │   │   │   └── metrics/
│   │   │   ├── galaxy_scale_civ/
│   │   │   │   └── metrics/
│   │   │   ├── local_density_extreme/
│   │   │   │   └── metrics/
│   │   │   ├── mmo_style_load/
│   │   │   │   └── metrics/
│   │   │   ├── run_root/
│   │   │   │   └── perf/
│   │   │   │       └── budgets/
│   │   │   └── thrash_attempt/
│   │   │       └── metrics/
│   │   ├── planning/
│   │   ├── playtest/
│   │   ├── regression/
│   │   ├── repox/
│   │   │   └── expected/
│   │   ├── restructure/
│   │   ├── risk/
│   │   ├── srz/
│   │   ├── standards/
│   │   ├── structure/
│   │   ├── terrain/
│   │   ├── travel/
│   │   ├── trust/
│   │   ├── ux/
│   │   │   ├── accessibility/
│   │   │   └── locale_packs/
│   │   │       ├── org.dominium.l10n.en_us/
│   │   │       │   └── data/
│   │   │       │       └── locale/
│   │   │       └── org.dominium.l10n.zz_test/
│   │   │           └── data/
│   │   │               └── locale/
│   │   ├── vegetation/
│   │   ├── weather/
│   │   ├── world/
│   │   │   └── templates/
│   │   └── worlds/
│   │       ├── capset_future_affordances/
│   │       ├── capset_infrastructure_industry/
│   │       ├── capset_society_institutions/
│   │       ├── capset_world_life_intelligent/
│   │       ├── capset_world_life_nonintelligent/
│   │       ├── capset_world_nonbio/
│   │       └── capset_world_pretool/
│   ├── game/
│   │   ├── civ0/
│   │   ├── civ0a/
│   │   ├── civ1/
│   │   ├── civ2/
│   │   ├── civ3/
│   │   ├── civ4/
│   │   ├── epistemic/
│   │   ├── fidelity/
│   │   ├── fixtures/
│   │   │   ├── fixture_10k_systems_latent/
│   │   │   ├── fixture_earth_only/
│   │   │   ├── fixture_market_crisis/
│   │   │   ├── fixture_timewarp_1000y/
│   │   │   └── fixture_war_campaign/
│   │   ├── interest/
│   │   ├── life/
│   │   ├── mp0/
│   │   ├── phase6/
│   │   └── tests/
│   │       ├── contract/
│   │       ├── determinism/
│   │       ├── dominium_integration/
│   │       ├── domino_core/
│   │       ├── domino_decor/
│   │       ├── domino_gfx/
│   │       ├── domino_mod/
│   │       ├── domino_sim/
│   │       ├── domino_struct/
│   │       ├── domino_sys/
│   │       ├── domino_trans/
│   │       ├── fixtures/
│   │       │   ├── coredata_invalid_candidate_progression/
│   │       │   │   ├── astro/
│   │       │   │   ├── cosmo/
│   │       │   │   └── mechanics/
│   │       │   ├── coredata_invalid_missing_profile/
│   │       │   │   ├── astro/
│   │       │   │   ├── cosmo/
│   │       │   │   └── mechanics/
│   │       │   ├── coredata_invalid_schema/
│   │       │   │   ├── astro/
│   │       │   │   ├── cosmo/
│   │       │   │   └── mechanics/
│   │       │   ├── coredata_min/
│   │       │   │   ├── astro/
│   │       │   │   ├── cosmo/
│   │       │   │   └── mechanics/
│   │       │   ├── coredata_valid/
│   │       │   │   ├── astro/
│   │       │   │   ├── cosmo/
│   │       │   │   └── mechanics/
│   │       │   ├── missing_packs/
│   │       │   └── ui/
│   │       ├── setup/
│   │       │   ├── conformance/
│   │       │   ├── fixtures/
│   │       │   │   └── payloads/
│   │       │   │       ├── v1/
│   │       │   │       └── v2/
│   │       │   ├── gold_master/
│   │       │   ├── golden/
│   │       │   ├── parity/
│   │       │   └── parity_lock/
│   │       └── vectors/
│   │           └── tlv/
│   │               ├── caps_snapshot/
│   │               ├── core_job_def/
│   │               ├── core_job_state/
│   │               ├── diag_bundle_index/
│   │               ├── diag_bundle_meta/
│   │               ├── installed_state/
│   │               ├── instance_manifest/
│   │               ├── launcher_audit/
│   │               ├── launcher_handshake/
│   │               ├── pack_manifest/
│   │               ├── selection_summary/
│   │               └── tools_registry/
│   ├── integration/
│   ├── invariant/
│   ├── launcher/
│   ├── ops/
│   ├── perf/
│   │   └── exploration_fixtures/
│   │       ├── deep_hierarchy/
│   │       │   └── data/
│   │       │       └── world/
│   │       │           └── templates/
│   │       ├── galaxy_scale/
│   │       │   └── data/
│   │       │       └── world/
│   │       │           └── templates/
│   │       ├── local_only/
│   │       │   └── data/
│   │       │       └── world/
│   │       │           └── templates/
│   │       └── system_scale/
│   │           └── data/
│   │               └── world/
│   │                   └── templates/
│   ├── piracy_containment/
│   ├── platform/
│   ├── playtest/
│   ├── regression/
│   │   └── historical_blockers/
│   ├── renderer/
│   ├── schema/
│   ├── server/
│   ├── services/
│   ├── setup/
│   ├── share/
│   ├── signal/
│   ├── systemic/
│   ├── testx/
│   │   ├── capability_regression/
│   │   └── capability_sets/
│   │       ├── capset_future_affordances/
│   │       ├── capset_infrastructure_industry/
│   │       ├── capset_society_institutions/
│   │       ├── capset_world_life_intelligent/
│   │       ├── capset_world_life_nonintelligent/
│   │       ├── capset_world_nonbio/
│   │       └── capset_world_pretool/
│   ├── tools/
│   ├── tourist/
│   ├── ui_parity/
│   └── ux/
└── tools/
    ├── aide/
    ├── audit/
    │   └── review/
    ├── codegen/
    │   ├── assets/
    │   ├── content/
    │   │   └── coredata_compile/
    │   ├── demo/
    │   ├── shell/
    │   └── ui/
    │       ├── bind/
    │       ├── index/
    │       ├── launcher/
    │       │   ├── doc/
    │       │   ├── gen/
    │       │   ├── registry/
    │       │   ├── reports/
    │       │   ├── scripts/
    │       │   └── user/
    │       ├── setup/
    │       │   ├── doc/
    │       │   ├── gen/
    │       │   ├── registry/
    │       │   ├── reports/
    │       │   ├── scripts/
    │       │   └── user/
    │       └── tool_editor/
    │           └── gen/
    ├── diagnostics/
    │   └── bugreport/
    ├── domain/
    │   ├── animals/
    │   ├── astronomy/
    │   ├── autonomy/
    │   ├── chemistry/
    │   ├── climate/
    │   ├── conflict/
    │   ├── crafting/
    │   ├── economy/
    │   ├── electricity/
    │   ├── embodiment/
    │   ├── energy/
    │   ├── fabrication/
    │   ├── fluids/
    │   ├── hazard/
    │   ├── history/
    │   ├── institution/
    │   ├── interaction/
    │   ├── knowledge/
    │   ├── logic/
    │   ├── materials/
    │   ├── mining/
    │   ├── mmo/
    │   ├── mobility/
    │   ├── pollution/
    │   ├── processes/
    │   ├── risk/
    │   ├── scale/
    │   ├── signals/
    │   ├── srz/
    │   ├── standards/
    │   ├── structure/
    │   ├── systems/
    │   ├── terrain/
    │   ├── thermal/
    │   │   └── heat/
    │   ├── time/
    │   ├── travel/
    │   ├── trust/
    │   ├── vegetation/
    │   ├── weather/
    │   └── worldgen/
    │       ├── earth_stress/
    │       └── offline/
    │           └── ui/
    ├── export/
    │   └── share/
    ├── import/
    │   └── data/
    ├── migration/
    │   ├── convergence/
    │   └── schema/
    ├── package/
    │   ├── artifactmeta/
    │   ├── compatibility/
    │   ├── distribution/
    │   ├── launcher/
    │   ├── libraries/
    │   │   ├── artifact/
    │   │   ├── bundle/
    │   │   ├── export/
    │   │   ├── import/
    │   │   ├── install/
    │   │   ├── instance/
    │   │   ├── provides/
    │   │   ├── save/
    │   │   ├── store/
    │   │   └── stress/
    │   ├── mod_builder/
    │   ├── modpack/
    │   ├── ops/
    │   ├── pack/
    │   └── setup/
    ├── performance/
    │   └── envelope/
    ├── release/
    │   ├── dist_seed/
    │   └── mvp/
    ├── repo/
    │   ├── ai/
    │   ├── control/
    │   ├── dev/
    │   │   ├── impact_graph/
    │   │   └── scenarios/
    │   ├── dirfiles/
    │   ├── governance/
    │   │   ├── adapters/
    │   │   ├── capability/
    │   │   ├── effects/
    │   │   ├── fidelity/
    │   │   ├── ir/
    │   │   ├── negotiation/
    │   │   ├── planning/
    │   │   ├── proof/
    │   │   └── view/
    │   ├── meta/
    │   │   ├── audit/
    │   │   ├── compile/
    │   │   ├── compute/
    │   │   ├── explain/
    │   │   ├── extensions/
    │   │   ├── instrumentation/
    │   │   ├── profile/
    │   │   ├── provenance/
    │   │   └── reference/
    │   ├── models/
    │   ├── repox/
    │   │   └── shell/
    │   ├── specs/
    │   └── workspace/
    ├── test/
    │   ├── cpp/
    │   ├── dgfx_demo/
    │   ├── domino/
    │   │   ├── dom_inspect/
    │   │   └── dom_validate_content/
    │   ├── inspect/
    │   ├── network/
    │   ├── playtest/
    │   ├── replay/
    │   └── server/
    ├── validators/
    │   ├── ci/
    │   ├── compatibility/
    │   │   ├── descriptor/
    │   │   ├── handshake/
    │   │   ├── negotiation/
    │   │   └── shims/
    │   ├── content/
    │   │   ├── coredata/
    │   │   └── data/
    │   ├── core/
    │   │   ├── constraints/
    │   │   ├── flow/
    │   │   ├── graph/
    │   │   ├── hazards/
    │   │   ├── schedule/
    │   │   └── spatial/
    │   ├── distribution/
    │   ├── domain/
    │   │   ├── geology/
    │   │   └── physics/
    │   ├── engine/
    │   ├── identity/
    │   ├── modcheck/
    │   ├── modding/
    │   ├── network/
    │   │   ├── anti_cheat/
    │   │   ├── policies/
    │   │   ├── srz/
    │   │   ├── testing/
    │   │   └── transport/
    │   ├── package/
    │   │   └── compatibility_payload/
    │   ├── render/
    │   ├── repo/
    │   ├── safety/
    │   ├── security/
    │   │   ├── model/
    │   │   └── trust/
    │   ├── shell/
    │   ├── stability/
    │   └── suite/
    │       └── fixtures/
    │           ├── bad_fabrication/
    │           │   └── schema/
    │           │       └── life/
    │           ├── bad_fallback/
    │           │   └── engine/
    │           │       └── render/
    │           │           └── features/
    │           ├── bad_float/
    │           │   └── schema/
    │           │       └── demo/
    │           ├── bad_renderer/
    │           │   ├── engine/
    │           │   │   └── render/
    │           │   │       └── backends/
    │           │   │           └── implicit/
    │           │   └── vulkan/
    │           ├── bad_ui/
    │           │   └── game/
    │           │       └── ui/
    │           └── bad_unbounded/
    │               └── schema/
    │                   └── demo/
    └── xstack/
        ├── auditx/
        │   ├── analyzers/
        │   ├── graph/
        │   ├── model/
        │   └── output/
        ├── cache_store/
        ├── ci/
        │   └── profiles/
        ├── compatx/
        │   └── core/
        ├── controlx/
        │   └── core/
        ├── core/
        ├── extensions/
        │   └── example_x/
        ├── pack_contrib/
        ├── pack_loader/
        ├── packagingx/
        ├── performx/
        │   └── core/
        ├── registry_compile/
        ├── repox/
        ├── securex/
        │   └── core/
        ├── sessionx/
        ├── skills/
        ├── testdata/
        │   ├── bundles/
        │   │   └── bundle.base.lab/
        │   ├── packs/
        │   │   ├── core/
        │   │   │   └── pack.test.base/
        │   │   │       └── data/
        │   │   ├── domain/
        │   │   │   └── pack.test.domain/
        │   │   │       └── data/
        │   │   ├── experience/
        │   │   │   └── pack.test.experience/
        │   │   │       ├── data/
        │   │   │       ├── scenarios/
        │   │   │       └── ui/
        │   │   ├── law/
        │   │   │   └── pack.test.law/
        │   │   │       └── data/
        │   │   └── tool/
        │   │       └── pack.test.catalog/
        │   │           └── assets/
        │   ├── registry/
        │   ├── session/
        │   └── ui/
        └── testx/
            └── tests/
